step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
1285,2023-07-03 10:05:22.203782894,2,193.36,244.0,-0.29848687550016106,0.12180557550016448,0.1599999999999966,0.0166813
1307,2023-07-03 10:05:28.199201667,2,193.0,96.0,-0.5523810307550191,0.09503143075502138,0.4399999999999977,0.0173496
1311,2023-07-03 10:05:28.199821099,1,193.0,176.0,-0.48225681820429933,0.025398218204301576,0.4399999999999977,0.0168586
1329,2023-07-03 10:05:46.142457278,2,193.3,200.0,-0.0968130180355447,0.08031621803554471,0.0,0.0164968
1335,2023-07-03 10:05:56.773604356,2,193.29,164.0,-0.1632455908377471,0.13677359083772775,0.010000000000019327,0.016472
1403,2023-07-03 10:10:48.160707870,1,193.4,118.0,-0.11222711820429476,0.025398218204301576,0.06999999999999318,0.0168289
1408,2023-07-03 10:10:48.160707870,1,193.39,160.0,-0.27672272322318514,0.17959252322317262,0.0800000000000125,0.0171302
1421,2023-07-03 10:12:34.286081987,2,193.41,255.0,-0.07187171820430271,0.025398218204301576,0.030000000000001137,0.0164735
1459,2023-07-03 10:15:48.190720014,1,193.44,134.0,-0.11368436911273659,0.06719736911273545,0.030000000000001137,0.016487
1538,2023-07-03 10:25:52.988300969,1,193.43,200.0,-0.47920395995780624,0.46277755995780623,0.0,0.0164264
1579,2023-07-03 10:34:21.121642065,2,193.58,134.0,-0.08724223640858496,0.05079643640860315,0.01999999999998181,0.0164458
1589,2023-07-03 10:38:12.775497076,1,193.58,70.0,-0.06057440435157112,0.04399100435157111,0.0,0.0165834
1604,2023-07-03 10:39:15.554079029,1,193.48,75.0,-0.4156881464463657,0.35918504644634525,0.040000000000020464,0.0165031
1629,2023-07-03 10:42:47.380907632,2,193.46,126.0,-0.10727281803553562,0.08031621803554471,0.009999999999990905,0.0169566
1631,2023-07-03 10:43:04.637124389,2,193.45,222.0,-0.08052630435158134,0.04399100435157111,0.020000000000010232,0.0165353
1672,2023-07-03 10:50:35.182233564,1,193.49,133.0,-0.14350999102150788,0.12699109102150788,0.0,0.0165189
1696,2023-07-03 10:53:45.866848420,2,193.4,202.0,-0.37564604644634525,0.35918504644634525,0.0,0.016461
1698,2023-07-03 10:54:48.252443864,1,193.39,209.0,-0.051970718204320906,0.025398218204301576,0.010000000000019327,0.0165725
1703,2023-07-03 10:55:38.967180527,2,193.36,142.0,-0.08263181820429362,0.025398218204301576,0.03999999999999204,0.0172336
1721,2023-07-03 10:56:14.095301900,1,193.35,134.0,-0.23656292322316466,0.17959252322317262,0.03999999999999204,0.0169704
1726,2023-07-03 10:56:14.095301900,2,193.32,125.0,-0.1677167180355379,0.08031621803554471,0.06999999999999318,0.0174005
1729,2023-07-03 10:56:14.095301900,2,193.32,109.0,-0.2217952382254641,0.1343947382254709,0.06999999999999318,0.0174005
1739,2023-07-03 10:57:51.340193639,2,193.31,49.0,-0.1240838424121739,0.056792142412190966,0.04999999999998295,0.0172917
1750,2023-07-03 10:58:19.238550037,1,193.3,78.0,-0.2704774456343956,0.2031857456344126,0.04999999999998295,0.0172917
1770,2023-07-03 10:58:27.243338977,1,193.25,234.0,-0.3295737599122409,0.24228355991224776,0.06999999999999318,0.0172902
1774,2023-07-03 10:58:28.969874749,2,193.25,203.0,-0.061883118204311804,0.025398218204301576,0.020000000000010232,0.0164849
1779,2023-07-03 10:58:42.215822871,2,193.23,109.0,-0.21605192322318284,0.17959252322317262,0.020000000000010232,0.0164594
1793,2023-07-03 11:00:00.081665857,1,193.29,212.0,-0.10675641803556404,0.08031621803554471,0.010000000000019327,0.0164402
1797,2023-07-03 11:00:00.143811946,2,193.27,113.0,-0.2765267232231567,0.17959252322317262,0.07999999999998408,0.0169342
1817,2023-07-03 11:00:00.161078334,2,193.5,80.0,-0.09696671803554471,0.08031621803554471,0.0,0.0166505
1818,2023-07-03 11:00:00.161078334,2,193.5,19.0,-0.23657492322316467,0.17959252322317262,0.03999999999999204,0.0169824
1920,2023-07-03 11:02:37.314022910,1,193.42,140.0,-0.1472986180355561,0.08031621803554471,0.05000000000001137,0.0169824
1938,2023-07-03 11:03:12.821735900,2,193.5,83.0,-0.08216651820429362,0.025398218204301576,0.03999999999999204,0.0167683
1941,2023-07-03 11:03:18.710123517,2,193.52,57.0,-0.34043128204303735,0.25398218204301576,0.0700000000000216,0.0164491
2075,2023-07-03 11:12:11.740179832,1,193.45,108.0,-0.17177723075502366,0.09503143075502138,0.060000000000002274,0.0167458
2085,2023-07-03 11:13:03.309614187,1,193.42,65.0,-0.041924718204301575,0.025398218204301576,0.0,0.0165265
2099,2023-07-03 11:14:13.077977719,1,193.45,204.0,-0.2662408232231942,0.17959252322317262,0.0700000000000216,0.0166483
2105,2023-07-03 11:14:57.944296706,2,193.47,231.0,-0.13829360928928042,0.07183700928926906,0.05000000000001137,0.0164566
2149,2023-07-03 11:16:23.505577339,1,193.49,92.0,-0.1984729092892543,0.07183700928926906,0.10999999999998522,0.0166359
2192,2023-07-03 11:23:06.319114275,1,193.53,146.0,-0.26639102322316577,0.17959252322317262,0.06999999999999318,0.0167985
2193,2023-07-03 11:23:06.319114628,2,193.53,136.0,-0.16707941803553789,0.08031621803554471,0.06999999999999318,0.0167632
2218,2023-07-03 11:25:13.626582368,2,193.58,145.0,-0.20651552322316352,0.17959252322317262,0.009999999999990905,0.016923
2230,2023-07-03 11:26:50.285477207,2,193.61,103.0,-0.05253810464463453,0.03591850464463453,0.0,0.0166196
2248,2023-07-03 11:29:46.556161600,1,193.64,77.0,-0.174626088564086,0.1480957885640667,0.010000000000019327,0.0165303
2328,2023-07-03 11:36:30.208950151,2,193.48,77.0,-0.246191523223184,0.17959252322317262,0.05000000000001137,0.016599
2346,2023-07-03 11:39:20.494125126,1,193.55,229.0,-0.24666262322315557,0.17959252322317262,0.04999999999998295,0.0170701
2361,2023-07-03 11:41:39.835129747,2,193.5,98.0,-0.14711231803555608,0.08031621803554471,0.05000000000001137,0.0167961
2373,2023-07-03 11:42:22.448811833,2,193.57,79.0,-0.22632422322317375,0.17959252322317262,0.030000000000001137,0.0167317
2434,2023-07-03 11:52:45.747821092,2,193.45,52.0,-0.11781213640861452,0.05079643640860315,0.05000000000001137,0.0170157
2436,2023-07-03 11:52:45.747821092,1,193.45,82.0,-0.09283651820431295,0.025398218204301576,0.05000000000001137,0.0174383
2455,2023-07-03 11:55:08.589171847,2,193.48,82.0,-0.25676772322317487,0.17959252322317262,0.060000000000002274,0.0171752
2533,2023-07-03 12:00:04.748952145,1,193.35,220.0,-0.14707141803555607,0.08031621803554471,0.05000000000001137,0.0167552
2539,2023-07-03 12:00:38.296655183,1,193.33,198.0,-0.27045998204301575,0.25398218204301576,0.0,0.0164778
2540,2023-07-03 12:00:44.319805035,2,193.32,68.0,-0.14346809102150787,0.12699109102150788,0.0,0.016477
2558,2023-07-03 12:01:54.064005173,1,193.31,215.0,-0.07232221820430271,0.025398218204301576,0.030000000000001137,0.016924
2565,2023-07-03 12:01:55.306123676,2,193.29,197.0,-0.07190581820430271,0.025398218204301576,0.030000000000001137,0.0165076
2600,2023-07-03 12:04:06.183491861,2,193.29,234.0,-0.20667532322319196,0.17959252322317262,0.010000000000019327,0.0170828
2602,2023-07-03 12:04:06.183491861,2,193.29,134.0,-0.27106498204301577,0.25398218204301576,0.0,0.0170828
2652,2023-07-03 12:10:31.656122058,1,193.35,211.0,-0.07327484241219097,0.056792142412190966,0.0,0.0164827
2655,2023-07-03 12:11:44.138308327,1,193.32,248.0,-0.3004582820430169,0.25398218204301576,0.030000000000001137,0.0164761
2660,2023-07-03 12:13:34.502965541,2,193.36,188.0,-0.2704824820430158,0.25398218204301576,0.0,0.0165003
2665,2023-07-03 12:13:46.193374806,2,193.38,200.0,-0.21637952322318285,0.17959252322317262,0.020000000000010232,0.016787
2685,2023-07-03 12:15:29.477154070,2,193.31,59.0,-0.23664062322316465,0.17959252322317262,0.03999999999999204,0.0170481
2691,2023-07-03 12:15:39.894090585,2,193.29,12.0,-0.07258680464464476,0.03591850464463453,0.020000000000010232,0.0166683
2704,2023-07-03 12:17:13.405976697,1,193.26,63.0,-0.07220231820430272,0.025398218204301576,0.030000000000001137,0.0168041
2705,2023-07-03 12:17:13.405976697,1,193.26,228.0,-0.12712031803554585,0.08031621803554471,0.030000000000001137,0.0168041
2733,2023-07-03 12:20:23.284418423,1,193.3,173.0,-0.07241710464461634,0.03591850464463453,0.01999999999998181,0.0164986
2736,2023-07-03 12:20:48.366986541,2,193.32,74.0,-0.04201631820430157,0.025398218204301576,0.0,0.0166181
2748,2023-07-03 12:21:08.307434155,2,193.35,77.0,-0.10479440870314223,0.08798200870314223,0.0,0.0168124
2775,2023-07-03 12:23:19.710261904,1,193.41,221.0,-0.06201511820431181,0.025398218204301576,0.020000000000010232,0.0166169
2786,2023-07-03 12:24:06.170382298,2,193.44,108.0,-0.27109958204301576,0.25398218204301576,0.0,0.0171174
2806,2023-07-03 12:24:41.835554394,2,193.45,115.0,-0.06199041820431181,0.025398218204301576,0.020000000000010232,0.0165922
2811,2023-07-03 12:25:09.272130456,2,193.45,130.0,-0.0520007182043209,0.025398218204301576,0.010000000000019327,0.0166025
2833,2023-07-03 12:27:54.327436300,1,193.47,130.0,-0.15563090293690068,0.11912820293689044,0.020000000000010232,0.0165027
2847,2023-07-03 12:29:17.500082380,2,193.49,241.0,-0.21618032322315445,0.17959252322317262,0.01999999999998181,0.0165878
2874,2023-07-03 12:33:21.942822553,1,193.42,60.0,-0.10687951803556404,0.08031621803554471,0.010000000000019327,0.0165633
2876,2023-07-03 12:33:39.208888595,2,193.41,104.0,-0.3958157464463555,0.35918504644634525,0.020000000000010232,0.0166307
2886,2023-07-03 12:35:54.833480492,2,193.42,26.0,-0.07242231820430271,0.025398218204301576,0.030000000000001137,0.0170241
2925,2023-07-03 12:42:01.842094558,1,193.4,257.0,-0.06208651820428339,0.025398218204301576,0.01999999999998181,0.0166883
2939,2023-07-03 12:45:03.197194796,2,193.46,181.0,-0.11235633075502138,0.09503143075502138,0.0,0.0173249
2948,2023-07-03 12:45:19.562032079,1,193.47,251.0,-0.23204612786780715,0.21551102786780715,0.0,0.0165351
2983,2023-07-03 12:49:31.191605671,1,193.53,231.0,-0.04187751820430158,0.025398218204301576,0.0,0.0164793
2997,2023-07-03 12:52:22.046483446,1,193.58,144.0,-0.13431031393389448,0.10775551393390358,0.009999999999990905,0.0165548
3035,2023-07-03 12:55:10.918656516,1,193.49,129.0,-0.3329808012532398,0.2257443012532364,0.09000000000000341,0.0172365
3044,2023-07-03 12:55:10.918656516,1,193.35,145.0,-0.4277080232231908,0.17959252322317262,0.2300000000000182,0.0181155
3094,2023-07-03 12:56:16.813149594,1,193.63,72.0,-0.09699161803554471,0.08031621803554471,0.0,0.0166754
3112,2023-07-03 12:59:03.581800747,2,193.58,250.0,-0.06189831820428339,0.025398218204301576,0.01999999999998181,0.0165001
3121,2023-07-03 12:59:31.154776317,2,193.56,178.0,-0.09686081803554472,0.08031621803554471,0.0,0.0165446
3127,2023-07-03 13:00:12.991419060,2,193.52,110.0,-0.10677171803553562,0.08031621803554471,0.009999999999990905,0.0164555
3129,2023-07-03 13:00:17.739529876,2,193.5,223.0,-0.14045468482437284,0.11358428482438193,0.009999999999990905,0.0168704
3147,2023-07-03 13:02:40.751702154,1,193.46,146.0,-0.07733093640859406,0.05079643640860315,0.009999999999990905,0.0165345
3151,2023-07-03 13:03:05.108261020,1,193.47,57.0,-0.09690871803554471,0.08031621803554471,0.0,0.0165925
3187,2023-07-03 13:07:16.975295119,2,193.56,87.0,-1.0339664584513457,1.0073203584513548,0.009999999999990905,0.0166461
3208,2023-07-03 13:09:29.552180951,2,193.6,125.0,-0.0971595180355447,0.08031621803554471,0.0,0.0168433
3229,2023-07-03 13:13:42.294354019,2,193.55,200.0,-0.3171850892597903,0.28053248925980845,0.01999999999998181,0.0166526
3254,2023-07-03 13:15:30.058744521,2,193.43,78.0,-0.29062425100033007,0.24361115100032896,0.030000000000001137,0.0170131
3316,2023-07-03 13:20:00.135604861,1,193.48,96.0,-0.11692621803555495,0.08031621803554471,0.020000000000010232,0.01661
3341,2023-07-03 13:21:18.253057970,2,193.5,96.0,-0.09226041820428452,0.025398218204301576,0.04999999999998295,0.0168622
3428,2023-07-03 13:24:26.707240172,1,193.44,243.0,-0.1893050968449926,0.1722590968449926,0.0,0.017046
3447,2023-07-03 13:25:00.066134634,2,193.47,125.0,-0.45670124351571106,0.43991004351571106,0.0,0.0167912
3450,2023-07-03 13:25:00.066134634,1,193.5,125.0,-0.8971660870314221,0.8798200870314221,0.0,0.017346
3454,2023-07-03 13:25:00.066134634,2,193.52,240.0,-0.371042623835084,0.35284332383508404,0.0,0.0181993
3455,2023-07-03 13:25:00.066134634,2,193.52,3.0,-0.07589174241219096,0.056792142412190966,0.0,0.0190996
3500,2023-07-03 13:25:00.100560852,1,193.75,112.0,-0.07867307497640569,0.062212674976405695,0.0,0.0164604
3511,2023-07-03 13:25:26.056950167,2,193.74,112.0,-0.45571784644632934,0.35918504644634525,0.07999999999998408,0.0165328
3526,2023-07-03 13:25:50.030155181,1,193.79,191.0,-0.22634732322317375,0.17959252322317262,0.030000000000001137,0.0167548
3530,2023-07-03 13:26:02.448109740,1,193.8,237.0,-0.19608532322317263,0.17959252322317262,0.0,0.0164928
3535,2023-07-03 13:26:10.573655266,2,193.79,215.0,-0.1874459180355481,0.08031621803554471,0.09000000000000341,0.0171297
3545,2023-07-03 13:26:34.361224201,1,193.84,244.0,-0.18706953607108034,0.16063243607108943,0.009999999999990905,0.0164371
3549,2023-07-03 13:26:40.065673819,1,193.84,156.0,-0.12114023635882071,0.10471953635882071,0.0,0.0164207
3563,2023-07-03 13:27:31.559561891,2,193.76,147.0,-0.12868387497641706,0.062212674976405695,0.05000000000001137,0.0164712
3578,2023-07-03 13:27:40.061668248,2,193.87,111.0,-0.27185348204301574,0.25398218204301576,0.0,0.0178713
3595,2023-07-03 13:27:40.101187532,1,193.79,200.0,-0.17673081803555724,0.08031621803554471,0.0800000000000125,0.0164146
3615,2023-07-03 13:27:59.014082157,1,193.73,181.0,-0.10190551820430385,0.025398218204301576,0.060000000000002274,0.0165073
3624,2023-07-03 13:28:00.087009668,2,193.89,89.0,-0.1635456910215181,0.12699109102150788,0.020000000000010232,0.0165546
3670,2023-07-03 13:28:23.014725534,1,193.87,155.0,-0.08194291820429361,0.025398218204301576,0.03999999999999204,0.0165447
3675,2023-07-03 13:28:29.052734045,1,193.88,213.0,-0.27056068204301575,0.25398218204301576,0.0,0.0165785
3685,2023-07-03 13:28:37.083798204,2,193.88,250.0,-0.6144615241219107,0.5679214241219096,0.030000000000001137,0.0165401
3692,2023-07-03 13:28:44.135347967,2,193.88,67.0,-0.16036328482438306,0.11358428482438193,0.030000000000001137,0.016779
3699,2023-07-03 13:29:05.114852669,1,193.87,228.0,-0.32709407049043326,0.30051577049044237,0.009999999999990905,0.0165783
3733,2023-07-03 13:29:59.996242657,1,193.79,77.0,-0.06236211820431181,0.025398218204301576,0.020000000000010232,0.0169639
3747,2023-07-03 13:30:00.004096799,1,193.78,136.0,-0.2813313820430067,0.25398218204301576,0.009999999999990905,0.0173492
3782,2023-07-03 13:30:00.999570856,2,193.78,210.0,-0.13038698482438194,0.11358428482438193,0.0,0.0168027
3799,2023-07-03 13:30:01.065980799,2,193.79,73.0,-0.3959442464463555,0.35918504644634525,0.020000000000010232,0.0167592
3807,2023-07-03 13:30:01.091507015,1,193.79,89.0,-0.2894543325124519,0.25142953251244166,0.020000000000010232,0.0180248
3816,2023-07-03 13:30:01.102078345,2,193.81,72.0,-0.0917782749763966,0.062212674976405695,0.009999999999990905,0.0195656
3820,2023-07-03 13:30:01.127822702,1,193.82,155.0,-0.1466152424122012,0.056792142412190966,0.020000000000010232,0.0698231
3821,2023-07-03 13:30:01.128583615,2,193.82,117.0,-0.16407327497642502,0.062212674976405695,0.010000000000019327,0.0918606
3822,2023-07-03 13:30:01.128583615,1,193.82,116.0,-0.1272588182043209,0.025398218204301576,0.010000000000019327,0.0918606
3823,2023-07-03 13:30:01.128583615,1,193.82,230.0,-0.1526570364086225,0.05079643640860315,0.010000000000019327,0.0918606
3824,2023-07-03 13:30:01.129055973,2,193.83,121.0,-0.5842290816418645,0.48854448164187353,0.009999999999990905,0.0856846
3825,2023-07-03 13:30:01.129055973,1,193.84,86.0,-0.11108281820430158,0.025398218204301576,0.0,0.0856846
3826,2023-07-03 13:30:01.129055973,1,193.84,80.0,-1.5861153757964288,1.5004307757964288,0.0,0.0856846
3827,2023-07-03 13:30:01.129055973,1,193.84,142.0,-0.31285316964876386,0.22716856964876386,0.0,0.0856846
3828,2023-07-03 13:30:01.129778228,1,193.84,111.0,-0.33785464061868653,0.27822354061868654,0.0,0.0596311
3829,2023-07-03 13:30:01.129778228,1,193.84,237.0,-0.23922362322317262,0.17959252322317262,0.0,0.0596311
3830,2023-07-03 13:30:01.129778228,2,193.84,201.0,-0.41881614644634524,0.35918504644634525,0.0,0.0596311
3831,2023-07-03 13:30:01.130439885,2,193.83,174.0,-0.28697538204300665,0.25398218204301576,0.009999999999990905,0.0229932
3832,2023-07-03 13:30:01.130454335,1,193.84,152.0,-0.09338520928926906,0.07183700928926906,0.0,0.0215482
3833,2023-07-03 13:30:01.130553512,2,193.83,219.0,-0.29084978204299755,0.25398218204301576,0.01999999999998181,0.0168676
3834,2023-07-03 13:30:01.131505085,1,193.83,87.0,-0.38595324644633616,0.35918504644634525,0.009999999999990905,0.0167682
3835,2023-07-03 13:30:01.131505085,2,193.83,199.0,-0.2452519341967164,0.21848373419672548,0.009999999999990905,0.0167682
3836,2023-07-03 13:30:01.131583383,1,193.84,237.0,-0.04235141820430158,0.025398218204301576,0.0,0.0169532
3837,2023-07-03 13:30:01.131583383,1,193.84,232.0,-0.37613824644634525,0.35918504644634525,0.0,0.0169532
3838,2023-07-03 13:30:01.132126545,1,193.84,60.0,-0.3968475230200855,0.3801257230200855,0.0,0.0167218
3839,2023-07-03 13:30:01.142119027,2,193.83,89.0,-0.10366336911271726,0.06719736911273545,0.01999999999998181,0.016466
3840,2023-07-03 13:30:01.145229368,2,193.85,210.0,-0.04229651820430158,0.025398218204301576,0.0,0.0168983
3841,2023-07-03 13:30:01.145229368,1,193.85,230.0,-0.13048258482438194,0.11358428482438193,0.0,0.0168983
3842,2023-07-03 13:30:01.145229368,1,193.85,153.0,-0.06769473640860316,0.05079643640860315,0.0,0.0168983
3843,2023-07-03 13:30:01.145229368,1,193.85,229.0,-0.3760833464463452,0.35918504644634525,0.0,0.0168983
3844,2023-07-03 13:30:01.145229368,2,193.85,69.0,-0.11574527612860205,0.09836687612860205,0.0,0.0173784
3845,2023-07-03 13:30:01.145229368,2,193.85,158.0,-0.20744126151004275,0.19006286151004276,0.0,0.0173784
3846,2023-07-03 13:30:01.145229368,1,193.85,242.0,-0.11574527612860205,0.09836687612860205,0.0,0.0173784
3847,2023-07-03 13:30:01.145229368,1,193.85,165.0,-0.42533419159016184,0.4079557915901618,0.0,0.0173784
3848,2023-07-03 13:30:01.145229368,1,193.85,92.0,-0.18775482723657289,0.1703764272365729,0.0,0.0173784
3849,2023-07-03 13:30:01.145229368,1,193.85,71.0,-0.06223850435157111,0.04399100435157111,0.0,0.0182475
3850,2023-07-03 13:30:01.145229368,1,193.85,160.0,-0.11327893075502138,0.09503143075502138,0.0,0.0182475
3851,2023-07-03 13:30:01.145229368,2,193.85,84.0,-0.05416600464463453,0.03591850464463453,0.0,0.0182475
3852,2023-07-03 13:30:01.145229368,1,193.85,158.0,-0.09856371803554471,0.08031621803554471,0.0,0.0182475
3853,2023-07-03 13:30:01.145229368,2,193.85,144.0,-0.2722296820430158,0.25398218204301576,0.0,0.0182475
3854,2023-07-03 13:30:01.145229368,1,193.85,110.0,-0.29530935061542596,0.27706185061542593,0.0,0.0182475
3855,2023-07-03 13:30:01.182792085,2,193.85,83.0,-0.11595727612860204,0.09836687612860205,0.0,0.0175904
3856,2023-07-03 13:30:01.182816059,2,193.85,215.0,-0.3625227158802356,0.3454531158802356,0.0,0.0170696
3857,2023-07-03 13:30:01.200431716,1,193.86,121.0,-0.09751931803554471,0.08031621803554471,0.0,0.0172031
3858,2023-07-03 13:30:01.200431716,1,193.86,182.0,-0.0794157749764057,0.062212674976405695,0.0,0.0172031
3859,2023-07-03 13:30:01.200431716,2,193.86,156.0,-0.09751931803554471,0.08031621803554471,0.0,0.0172031
3860,2023-07-03 13:30:01.200431716,1,193.86,134.0,-0.08440046911273545,0.06719736911273545,0.0,0.0172031
3861,2023-07-03 13:30:01.219975887,2,193.86,148.0,-0.2857977463137781,0.24493154631377806,0.0,0.0408662
3862,2023-07-03 13:30:01.219975887,2,193.86,165.0,-0.07678470464463452,0.03591850464463453,0.0,0.0408662
3863,2023-07-03 13:30:01.219975887,1,193.86,231.0,-0.09855104241219097,0.056792142412190966,0.0,0.0417589
3864,2023-07-03 13:30:01.263145706,1,193.85,207.0,-0.20602202322319196,0.17959252322317262,0.010000000000019327,0.0164295
3865,2023-07-03 13:30:01.263263040,1,193.85,102.0,-0.1216436307550407,0.09503143075502138,0.010000000000019327,0.0166122
3866,2023-07-03 13:30:01.276364715,1,193.84,131.0,-0.062007118204311804,0.025398218204301576,0.020000000000010232,0.0166089
