step,timestamp,action,price,shares,symbol,reward,transaction_cost,slippage,time_penalty,momentum
18745,2023-07-03 13:58:39.462782330,SELL,202.34788167635907,177.34571049993522,AAPL,-0.443478182043026,0.25398218204301576,0.020000000000010232,0.169496,-3.0000000000001137
18746,2023-07-03 13:58:39.462782330,SELL,197.29755978392245,59.4869275286047,AAPL,-0.39738937577921146,0.20789337577920122,0.020000000000010232,0.169496,-3.0000000000001137
18766,2023-07-03 13:58:42.109375313,SELL,190.325547692136,78.43641481616858,AAPL,-0.5271650464463452,0.35918504644634525,0.0,0.16798,-1.999999999998181
18767,2023-07-03 13:58:42.109375313,SELL,187.53003191805723,100.45847923923489,AAPL,-0.2915642848243728,0.11358428482438193,0.009999999999990905,0.16798,-1.999999999998181
18768,2023-07-03 13:58:43.299300897,SELL,184.9166321452835,53.79919294733238,AAPL,-0.23140214241218188,0.056792142412190966,0.009999999999990905,0.16461,-1.999999999998181
18769,2023-07-03 13:58:44.376770761,SELL,192.02941211638853,168.84050870237823,AAPL,-0.2936850102342212,0.12950601023422126,0.0,0.164179,-1.999999999998181
18830,2023-07-03 13:59:04.911662077,SELL,204.31955884827218,118.16233857568893,AAPL,-0.2459802180355447,0.08031621803554471,0.0,0.165664,-4.999999999998295
18831,2023-07-03 13:59:04.911662077,SELL,193.8891806372728,69.52647386290748,AAPL,-0.3000587382254709,0.1343947382254709,0.0,0.165664,-3.999999999999204
18832,2023-07-03 13:59:04.911713722,SELL,197.93646438506084,160.1904803304866,AAPL,-0.3798280278678071,0.21551102786780715,0.0,0.164317,-3.999999999999204
18833,2023-07-03 13:59:05.003307625,SELL,199.51703993734037,93.416266339358,AAPL,-0.19480321820429702,0.025398218204301576,0.0049999999999954525,0.164405,-4.4999999999987494
18865,2023-07-03 13:59:14.172318995,SELL,190.08847638973506,186.82892103363133,AAPL,-0.20816300435157112,0.04399100435157111,0.0,0.164172,-1.999999999998181
18866,2023-07-03 13:59:14.660882199,SELL,184.9175438477075,141.60155563659225,AAPL,-0.19471021820429704,0.025398218204301576,0.0049999999999954525,0.164312,-1.4999999999986358
18867,2023-07-03 13:59:14.739773351,SELL,195.26109824754684,151.59408649898364,AAPL,-0.3036677703093433,0.13911177030934327,0.0,0.164556,-0.9999999999990905
18868,2023-07-03 13:59:14.975450742,SELL,192.78267129299294,101.82453416297727,AAPL,-0.3250334360710894,0.16063243607108943,0.0,0.164401,-0.9999999999990905
18869,2023-07-03 13:59:14.977799641,SELL,194.3805815031266,42.376032336406816,AAPL,-0.21137950464462543,0.03591850464463453,0.009999999999990905,0.165461,-1.999999999998181
18870,2023-07-03 13:59:14.977799641,SELL,187.60659063960537,58.67228382088148,AAPL,-0.33407282184874,0.1586118218487491,0.009999999999990905,0.165461,-0.9999999999990905
18898,2023-07-03 13:59:18.321879106,BUY,185.91707304405102,178.0769852088467,AAPL,-0.4289311820430067,0.25398218204301576,0.009999999999990905,0.164949,3.0000000000001137
